LeagueId,HomeTeamId,AwayTeamId,HomeTeamId,AwayTeamGoals,IsPlayed,MatchDate,MatchWeek
1,4,8,1,0,True,11/8/2023,1
1,18,9,3,2,True,12/8/2023,1
1,10,20,1,1,True,12/8/2023,1
1,12,1,0,0,True,12/8/2023,1
1,15,16,1,5,True,12/8/2023,1
1,19,7,1,1,True,13/8/2023,1
1,6,13,2,1,True,13/8/2023,1
1,2,17,2,1,True,13/8/2023,1
1,11,5,2,0,True,14/8/2023,1
1,14,3,0,1,True,14/8/2023,1
1,20,12,1,1,True,18/8/2023,2
1,8,10,1,1,True,18/8/2023,2
1,13,11,0,0,True,19/8/2023,2
1,16,18,0,0,True,19/8/2023,2
1,1,4,2,0,True,19/8/2023,2
1,5,14,0,2,True,20/8/2023,2
1,17,19,1,3,True,20/8/2023,2
1,3,15,1,1,True,20/8/2023,2
1,7,2,0,2,True,21/8/2023,2
1,9,6,1,1,True,21/8/2023,2
1,10,17,2,0,True,25/8/2023,3
1,18,15,1,1,True,26/8/2023,3
1,4,13,2,3,True,26/8/2023,3
1,19,8,1,1,True,26/8/2023,3
1,12,7,2,1,True,27/8/2023,3
1,14,9,1,1,True,27/8/2023,3
1,11,16,0,0,True,27/8/2023,3
1,20,1,0,1,True,26/9/2023,3
1,6,3,4,2,True,27/9/2023,3
1,2,5,4,0,True,28/9/2023,3
1,18,4,1,5,True,1/9/2023,4
1,13,14,1,0,True,1/9/2023,4
1,15,11,1,1,True,2/9/2023,4
1,5,10,0,1,True,2/9/2023,4
1,17,1,0,3,True,2/9/2023,4
1,8,12,1,1,True,2/9/2023,4
1,3,19,2,0,True,3/9/2023,4
1,16,6,3,3,True,3/9/2023,4
1,9,2,0,1,True,3/9/2023,4
1,7,20,,,False,8/11/2023,4
1,12,17,2,0,True,16/9/2023,5
1,10,13,1,2,True,16/9/2023,5
1,1,7,4,2,True,16/9/2023,5
1,6,15,3,0,True,16/9/2023,5
1,20,5,0,2,True,17/9/2023,5
1,2,8,3,2,True,17/9/2023,5
1,11,18,3,3,True,17/9/2023,5
1,4,3,3,0,True,17/9/2023,5
1,14,16,0,0,True,18/9/2023,5
1,19,9,1,3,True,18/9/2023,5
1,17,20,2,0,True,22/9/2023,6
1,15,14,1,1,True,23/9/2023,6
1,13,19,1,1,True,23/9/2023,6
1,5,1,1,2,True,23/9/2023,6
1,8,7,2,0,True,23/9/2023,6
1,3,12,2,1,True,24/9/2023,6
1,9,10,1,1,True,24/9/2023,6
1,18,6,2,1,True,24/9/2023,6
1,11,2,0,1,True,24/9/2023,6
1,16,4,3,2,True,25/9/2023,6
1,7,17,1,2,True,29/9/2023,7
1,19,16,0,0,True,30/9/2023,7
1,20,8,1,2,True,30/9/2023,7
1,4,15,2,1,True,30/9/2023,7
1,1,9,2,1,True,30/9/2023,7
1,14,18,2,3,True,1/10/2023,7
1,2,13,5,0,True,1/10/2023,7
1,6,11,4,0,True,1/10/2023,7
1,10,3,0,2,True,1/10/2023,7
1,12,5,0,0,True,2/10/2023,7
1,11,14,2,1,True,6/10/2023,8
1,6,4,1,0,True,6/10/2023,8
1,15,19,2,3,True,7/10/2023,8
1,9,12,3,0,True,7/10/2023,8
1,5,17,2,0,True,7/10/2023,8
1,8,1,0,2,True,7/10/2023,8
1,13,7,1,0,True,8/10/2023,8
1,3,20,2,0,True,8/10/2023,8
1,16,10,3,1,True,8/10/2023,8
1,18,2,0,2,True,8/10/2023,8
1,12,13,,,False,21/10/2023,9
1,17,8,,,False,21/10/2023,9
1,10,15,,,False,21/10/2023,9
1,1,3,,,False,21/10/2023,9
1,19,18,,,False,22/10/2023,9
1,20,9,,,False,22/10/2023,9
1,7,5,,,False,22/10/2023,9
1,2,16,,,False,22/10/2023,9
1,4,11,,,False,22/10/2023,9
1,14,6,,,False,23/10/2023,9
1,18,20,,,False,27/10/2023,10
1,16,12,,,False,28/10/2023,10
1,11,19,,,False,28/10/2023,10
1,6,10,,,False,28/10/2023,10
1,13,1,,,False,28/10/2023,10
1,9,7,,,False,29/10/2023,10
1,14,4,,,False,29/10/2023,10
1,15,2,,,False,29/10/2023,10
1,8,5,,,False,29/10/2023,10
1,3,17,,,False,30/10/2023,10
1,1,18,,,False,3/11/2023,11
1,20,15,,,False,4/11/2023,11
1,7,16,,,False,4/11/2023,11
1,2,4,,,False,4/11/2023,11
1,19,6,,,False,5/11/2023,11
1,5,9,,,False,5/11/2023,11
1,10,14,,,False,5/11/2023,11
1,8,3,,,False,5/11/2023,11
1,12,11,,,False,6/11/2023,11
1,17,13,,,False,6/11/2023,11
1,4,10,,,False,10/11/2023,12
1,9,8,,,False,10/11/2023,12
1,18,12,,,False,11/11/2023,12
1,11,17,,,False,11/11/2023,12
1,14,19,,,False,11/11/2023,12
1,16,1,,,False,11/11/2023,12
1,15,7,,,False,12/11/2023,12
1,13,20,,,False,12/11/2023,12
1,3,5,,,False,12/11/2023,12
1,6,2,,,False,12/11/2023,12
1,20,16,,,False,25/11/2023,13
1,17,9,,,False,25/11/2023,13
1,10,18,,,False,25/11/2023,13
1,1,11,,,False,25/11/2023,13
1,12,6,,,False,26/11/2023,13
1,7,3,,,False,26/11/2023,13
1,8,13,,,False,26/11/2023,13
1,2,14,,,False,26/11/2023,13
1,5,15,,,False,27/11/2023,13
1,19,4,,,False,27/11/2023,13
1,16,8,,,False,1/12/2023,14
1,14,20,,,False,1/12/2023,14
1,11,10,,,False,2/12/2023,14
1,13,5,,,False,2/12/2023,14
1,15,1,,,False,2/12/2023,14
1,6,7,,,False,2/12/2023,14
1,18,17,,,False,3/12/2023,14
1,4,12,,,False,3/12/2023,14
1,9,3,,,False,3/12/2023,14
1,2,19,,,False,4/12/2023,14
1,1,6,,,False,8/12/2023,15
1,8,14,,,False,9/12/2023,15
1,7,18,,,False,9/12/2023,15
1,3,2,,,False,9/12/2023,15
1,20,11,,,False,10/12/2023,15
1,12,15,,,False,10/12/2023,15
1,5,16,,,False,10/12/2023,15
1,17,4,,,False,11/12/2023,15
1,9,13,,,False,11/12/2023,15
1,10,19,,,False,11/12/2023,15
1,6,20,,,False,15/12/2023,16
1,16,17,,,False,16/12/2023,16
1,18,5,,,False,16/12/2023,16
1,14,12,,,False,16/12/2023,16
1,4,7,,,False,16/12/2023,16
1,19,1,,,False,16/12/2023,16
1,15,8,,,False,17/12/2023,16
1,11,9,,,False,17/12/2023,16
1,2,10,,,False,17/12/2023,16
1,13,3,,,False,18/12/2023,16
1,5,19,,,False,19/12/2023,17
1,20,4,,,False,19/12/2023,17
1,17,6,,,False,19/12/2023,17
1,12,2,,,False,20/12/2023,17
1,1,14,,,False,20/12/2023,17
1,8,18,,,False,20/12/2023,17
1,7,10,,,False,21/12/2023,17
1,13,15,,,False,21/12/2023,17
1,3,11,,,False,21/12/2023,17
1,9,16,,,False,21/12/2023,17
1,19,20,,,False,23/12/2023,18
1,14,17,,,False,23/12/2023,18
1,4,5,,,False,23/12/2023,18
1,10,12,,,False,24/12/2023,18
1,6,8,,,False,24/12/2023,18
1,2,1,,,False,24/12/2023,18
1,18,13,,,False,25/12/2023,18
1,11,7,,,False,25/12/2023,18
1,16,3,,,False,25/12/2023,18
1,15,9,,,False,25/12/2023,18
1,12,19,,,False,7/1/2024,19
1,20,2,,,False,7/1/2024,19
1,1,10,,,False,7/1/2024,19
1,7,14,,,False,7/1/2024,19
1,17,15,,,False,7/1/2024,19
1,5,6,,,False,7/1/2024,19
1,8,11,,,False,7/1/2024,19
1,3,18,,,False,7/1/2024,19
1,9,4,,,False,7/1/2024,19
1,13,16,,,False,7/1/2024,19
1,1,12,,,False,14/1/2024,20
1,16,15,,,False,14/1/2024,20
1,9,18,,,False,14/1/2024,20
1,5,11,,,False,14/1/2024,20
1,13,6,,,False,14/1/2024,20
1,3,14,,,False,14/1/2024,20
1,8,4,,,False,14/1/2024,20
1,17,2,,,False,14/1/2024,20
1,7,19,,,False,14/1/2024,20
1,20,10,,,False,14/1/2024,20
1,18,16,,,False,21/1/2024,21
1,12,20,,,False,21/1/2024,21
1,4,1,,,False,21/1/2024,21
1,2,7,,,False,21/1/2024,21
1,19,17,,,False,21/1/2024,21
1,14,5,,,False,21/1/2024,21
1,10,8,,,False,21/1/2024,21
1,15,3,,,False,21/1/2024,21
1,6,9,,,False,21/1/2024,21
1,11,13,,,False,21/1/2024,21
1,7,12,,,False,24/1/2024,22
1,1,20,,,False,24/1/2024,22
1,15,18,,,False,24/1/2024,22
1,16,11,,,False,24/1/2024,22
1,3,6,,,False,24/1/2024,22
1,9,14,,,False,24/1/2024,22
1,13,4,,,False,24/1/2024,22
1,5,2,,,False,24/1/2024,22
1,8,19,,,False,24/1/2024,22
1,17,10,,,False,24/1/2024,22
1,6,16,,,False,28/1/2024,23
1,11,15,,,False,28/1/2024,23
1,4,18,,,False,28/1/2024,23
1,20,7,,,False,28/1/2024,23
1,1,17,,,False,28/1/2024,23
1,10,5,,,False,28/1/2024,23
1,12,8,,,False,28/1/2024,23
1,19,3,,,False,28/1/2024,23
1,2,9,,,False,28/1/2024,23
1,14,13,,,False,28/1/2024,23
1,17,12,,,False,4/2/2024,24
1,5,20,,,False,4/2/2024,24
1,7,1,,,False,4/2/2024,24
1,18,11,,,False,4/2/2024,24
1,15,6,,,False,4/2/2024,24
1,16,14,,,False,4/2/2024,24
1,3,4,,,False,4/2/2024,24
1,8,2,,,False,4/2/2024,24
1,9,19,,,False,4/2/2024,24
1,13,10,,,False,4/2/2024,24
1,4,16,,,False,11/2/2024,25
